"","City","ProtestCount","GEOID","population","BlackPop","BlackPov","Bachelors","Pop25Plus","Masters","ProfDegree","Doctorate","CollegeStudents","CollegeEdTotal","EduRate","BlackPopPct","BlackPovRate","VictimsCountPreGF","VictimsCountPreGFBlack","VictimsCountPreGFHighThreat"
"576","clinton, massachusetts",1,"2514430",7154,362,362,988,4957,207,59,17,348,1271,0.256405083719992,0.0506010623427453,1,NA,NA,NA
"577","clinton, michigan",1,"2616480",2775,10,10,398,1869,130,14,27,116,569,0.304440877474585,0.0036036036036036,1,NA,NA,NA
"578","clinton, new jersey",1,"3413720",2686,48,48,626,1836,312,48,27,86,1013,0.551742919389978,0.0178704393149665,1,NA,NA,NA
"579","clinton, new york",1,"3616419",1830,9,9,311,1283,285,51,139,73,786,0.612626656274357,0.00491803278688525,1,NA,NA,NA
"580","clinton, tennessee",1,"4715580",9964,380,380,773,7124,436,68,104,274,1381,0.193851768669287,0.0381372942593336,1,2,1,2
"581","cloudcroft, new mexico",2,"3516280",654,0,0,70,506,38,30,14,35,152,0.300395256916996,0,NA,NA,NA,NA
"582","cloverdale, california",1,"0614190",8754,69,69,1171,6124,425,98,29,475,1723,0.281352057478772,0.00788211103495545,1,1,NA,NA
"583","clovis, california",1,"0614218",109160,3164,3087,14682,69408,5164,1956,850,7501,22652,0.326360073766713,0.0289849761817516,0.975663716814159,NA,NA,NA
"584","clovis, new mexico",1,"3516420",38891,2199,2150,2979,23940,1268,218,90,2106,4555,0.190267335004177,0.0565426448278522,0.977717144156435,1,NA,NA
"585","coatesville, pennsylvania",2,"4214712",13136,5633,5607,858,7803,460,0,23,518,1341,0.171856978085352,0.4288215590743,0.995384342268773,NA,NA,NA
"586","cobb, georgia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","cobleskill, new york",3,"3616628",4581,242,19,389,2369,220,56,49,1611,714,0.301392992823976,0.0528268936913338,0.0785123966942149,NA,NA,NA
"588","cockeysville, maryland",2,"2418250",21038,4296,4272,4527,15002,1969,393,290,1557,7179,0.478536195173977,0.204201920334633,0.994413407821229,1,1,1
"589","cocoa, florida",1,"1213150",18285,5075,5075,1510,12363,586,106,36,810,2238,0.181024023295317,0.277549904293136,1,2,1,2
"590","cody, wyoming",3,"5615760",9764,59,59,1583,6885,624,204,172,147,2583,0.37516339869281,0.00604260548955346,1,NA,NA,NA
"591","coeur d'alene, idaho",12,"1616750",50540,130,100,6407,34447,2098,648,245,2650,9398,0.272824919441461,0.00257222002374357,0.769230769230769,2,NA,2
"592","coffeyville, kansas",1,"2014600",9457,840,802,844,6009,156,47,0,701,1047,0.174238642036945,0.0888230940044412,0.954761904761905,NA,NA,NA
"593","cohasset, massachusetts",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"594","cohoes, new york",1,"3616749",16684,1076,1004,2034,11594,756,90,150,767,3030,0.261342073486286,0.0644929273555502,0.933085501858736,NA,NA,NA
"595","colchester, connecticut",1,"0915840",4788,147,147,666,3395,346,37,27,159,1076,0.316936671575847,0.0307017543859649,1,NA,NA,NA
"596","colchester, vermont",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","coldwater, michigan",1,"2617020",12241,931,46,772,8557,250,22,41,357,1085,0.126796774570527,0.0760558777877624,0.0494092373791622,NA,NA,NA
"598","colfax, california",1,"0614498",2057,78,78,167,1393,68,0,0,139,235,0.168700646087581,0.0379192999513855,1,NA,NA,NA
"599","college park, maryland",2,"2418750",32159,6203,4736,3091,12443,2093,321,624,15710,6129,0.492566101422487,0.192885350912653,0.763501531517008,NA,NA,NA
"600","college station, texas",9,"4815976",113686,8654,8219,14814,50577,7940,1680,5192,38293,29626,0.585760325839809,0.0761219499322696,0.949734226947077,NA,NA,NA
"601","collegeville, pennsylvania",1,"4215192",5152,466,196,956,2410,359,36,81,1891,1432,0.594190871369295,0.0904503105590062,0.420600858369099,NA,NA,NA
"602","colliersville, tennessee",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","collierville, tennessee",1,"4716420",50086,6863,6821,11492,33672,5931,1147,737,1781,19307,0.573384414350202,0.137024318172743,0.993880227305843,1,NA,1
"604","collingdale, pennsylvania",1,"4215232",8791,4816,4816,700,5569,231,52,12,604,995,0.178667624349075,0.547833011034012,1,NA,NA,NA
"605","collingswood, new jersey",1,"3414260",13912,1635,1617,2822,10502,1503,398,226,591,4949,0.471243572652828,0.11752443933295,0.988990825688073,NA,NA,NA
"606","collinsville, illinois",1,"1715599",24626,3380,3370,2925,17364,1476,184,116,1187,4701,0.270732550103663,0.137253309510274,0.997041420118343,NA,NA,NA
"607","colonial beach, virginia",1,"5118400",3574,406,387,409,2618,234,24,4,177,671,0.256302521008403,0.113598209289312,0.95320197044335,NA,NA,NA
"608","colonie, new york",1,"3617332",7737,317,317,1099,5876,730,109,47,478,1985,0.337814840027229,0.0409719529533411,1,NA,NA,NA
"609","colorado springs, colorado",20,"0816000",464871,30286,29636,74846,307517,37019,6100,4685,28670,122650,0.398839738941262,0.0651492564603944,0.978537938321337,16,4,11
"610","columbia, illinois",1,"1715833",10752,0,0,2295,7525,916,215,227,240,3653,0.485448504983389,0,NA,NA,NA,NA
"611","columbia, maryland",1,"2419125",103991,27627,27477,22762,71981,15088,3494,3770,6672,45114,0.626748725358081,0.265667221201835,0.994570528830492,NA,NA,NA
"612","columbia, michigan",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","columbia, mississippi",5,"2815340",5992,2917,2650,398,4056,159,47,41,103,645,0.159023668639053,0.486815754339119,0.908467603702434,NA,NA,NA
"614","columbia, missouri",15,"2915670",121230,13274,12757,18748,68382,10194,3167,3600,24631,35709,0.522198824251996,0.109494349583436,0.961051679975893,2,1,2
"615","columbia, pennsylvania",1,"4215384",10382,1366,1360,802,7110,251,22,18,294,1093,0.153727144866385,0.131573877865537,0.995607613469985,NA,NA,NA
"616","columbia, south carolina",25,"4516000",133273,53033,44437,18622,76397,9775,3014,2082,19770,33493,0.438407267301072,0.397927562221905,0.837912243320197,1,1,1
"617","columbus, georgia",4,"1319000",195739,90580,87465,19507,127141,9189,2463,1592,13986,32751,0.257595897468165,0.462759082247278,0.965610510046368,5,2,1
"618","columbus, indiana",2,"1814734",48150,1051,950,7328,32197,5059,322,585,1739,13294,0.412895611392366,0.0218276220145379,0.903901046622265,NA,NA,NA
"619","columbus, mississippi",2,"2815380",24083,15216,14436,2036,16093,1004,344,243,1319,3627,0.225377493320077,0.631814973217622,0.948738170347003,2,1,1
"620","columbus, nebraska",1,"3110110",23195,121,76,2202,15174,836,134,94,772,3266,0.215236588902069,0.00521664151756844,0.628099173553719,NA,NA,NA
"621","columbus, ohio",21,"3918000",878553,254684,250787,138192,580151,54400,10742,8766,68079,212100,0.365594474541973,0.289890308268255,0.984698685429788,20,8,12
"622","coluso, california",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","commack, new york",3,"3617530",36953,499,445,7169,25942,4465,1068,536,1884,13238,0.510292190270604,0.0135036397586123,0.891783567134269,NA,NA,NA
"624","commerce, texas",1,"4816240",9293,2177,1598,641,4399,475,5,143,2665,1264,0.287338031370766,0.234262348003874,0.734037666513551,NA,NA,NA
"625","compton, california",5,"0615044",96803,28022,27967,3585,57526,1133,163,86,5276,4967,0.0863435663873727,0.289474499757239,0.998037256441368,1,NA,1
"626","concord, california",2,"0616000",129183,4359,4234,23093,92086,7316,1896,1254,7389,33559,0.364431075299177,0.0337428299389239,0.971323698095894,1,NA,1
"627","concord, new hampshire",3,"3314200",43244,1500,1361,6710,31266,3543,1171,426,2126,11850,0.379005948954135,0.0346868929793729,0.907333333333333,NA,NA,NA
"628","concord, north carolina",3,"3714100",91980,19893,19565,14251,60806,6693,1046,808,3604,22798,0.374930105581686,0.216275277234181,0.983511788066154,NA,NA,NA
"629","connellsville, pennsylvania",1,"4215776",7411,245,236,767,5279,323,0,64,85,1154,0.218602007956052,0.0330589664012954,0.963265306122449,NA,NA,NA
"630","connersville, indiana",1,"1814932",13165,515,496,717,8911,214,20,0,449,951,0.106722028952979,0.0391188758070642,0.963106796116505,NA,NA,NA
"631","conroe, texas",1,"4816432",84358,7081,6932,9863,55344,3434,675,603,3174,14575,0.263352847643828,0.0839398752933924,0.97895777432566,3,1,3
"632","conshohocken, pennsylvania",3,"4215848",8029,163,163,2496,6351,1069,198,71,400,3834,0.603684459140293,0.0203014073981816,1,NA,NA,NA
"633","conway, arkansas",3,"0515190",66127,11462,10468,9253,37575,4028,682,959,10171,14922,0.397125748502994,0.173333131701121,0.913278659919735,1,1,NA
"634","conway, new hampshire",1,"3314580",3924,1,1,392,2722,135,0,10,41,537,0.197281410727406,0.000254841997961264,1,NA,NA,NA
"635","conway, south carolina",3,"4516405",23838,8641,7720,1655,14533,1017,270,190,4645,3132,0.215509530035093,0.362488463797298,0.893415113991436,NA,NA,NA
"636","conyers, georgia",1,"1319336",15986,10518,10411,1865,10158,716,154,89,500,2824,0.278007481787753,0.65795070686851,0.989826963301008,1,NA,1
"637","cookeville, tennessee",2,"4716920",33454,1259,1054,3869,19082,1954,233,502,6314,6558,0.343674667225658,0.0376337657679201,0.837172359015091,NA,NA,NA
"638","coolidge, arizona",1,"0415500",12685,1129,1129,718,7994,344,37,57,800,1156,0.144608456342257,0.0890027591643674,1,NA,NA,NA
"639","cooperstown, new york",1,"3618047",1926,91,74,340,1554,340,186,85,110,951,0.611969111969112,0.0472481827622015,0.813186813186813,NA,NA,NA
"640","coos bay, oregon",3,"4115250",16229,167,167,1355,11419,602,198,48,574,2203,0.192924073911901,0.0102902212089469,1,1,NA,1
"641","copley, california",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","coppell, texas",1,"4816612",41645,1765,1765,11282,28346,6209,1199,885,1109,19575,0.690573625908417,0.0423820386601033,1,NA,NA,NA
"643","copperas cove, texas",2,"4816624",32715,5192,5126,2870,20903,1039,48,93,2329,4050,0.193752093001005,0.158703958428855,0.98728813559322,NA,NA,NA
"644","coral gables, florida",2,"1214250",50226,1541,1097,10529,33068,6319,3715,1493,6707,22056,0.666989234305068,0.030681320431649,0.711875405580792,NA,NA,NA
"645","coral springs, florida",1,"1214400",132568,29222,29075,21304,86764,8458,2704,993,7774,33459,0.385632289889816,0.220430269748356,0.994969543494627,1,NA,NA
"646","coralville, iowa",2,"1916230",21103,2822,2621,4243,13668,1638,1018,821,1730,7720,0.564822944103014,0.133725062787281,0.928773919206237,NA,NA,NA
"647","coraopolis, pennsylvania",1,"4216144",5488,1039,1039,827,4120,217,28,19,268,1091,0.264805825242718,0.189322157434402,1,NA,NA,NA
"648","corbin, kentucky",3,"2117362",7325,16,1,551,4954,364,48,30,190,993,0.200444085587404,0.00218430034129693,0.0625,NA,NA,NA
"649","cordova, alaska",2,"0217410",2829,14,0,497,2011,76,13,3,43,589,0.292889109895574,0.00494874513962531,0,NA,NA,NA
"650","cornelius, north carolina",1,"3714700",29256,2504,2504,7418,20797,2697,652,365,1449,11132,0.535269510025484,0.0855892808312825,1,NA,NA,NA
"651","corning, new york",1,"3618256",10696,293,279,1495,7701,1147,191,158,533,2991,0.388391118036619,0.0273934181002244,0.95221843003413,NA,NA,NA
"652","cornwall, connecticut",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","corona, california",1,"0616350",166972,9557,9501,19608,108300,7326,1376,906,12255,29216,0.269769159741459,0.0572371415566682,0.99414042063409,1,NA,1
"654","coronado, california",2,"0616378",23639,851,213,5292,15935,3146,1183,641,1162,10262,0.643991214308127,0.0359998307881044,0.250293772032902,NA,NA,NA
"655","corpus christi, texas",3,"4817000",325780,13303,12489,30510,212180,11616,2837,2064,18420,47027,0.221637289094165,0.040834305359445,0.938810794557619,4,2,2
"656","corry, pennsylvania",1,"4216296",6332,290,283,569,4463,154,0,15,214,738,0.165359623571589,0.0457991156032849,0.975862068965517,NA,NA,NA
"657","cortez, colorado",3,"0817375",8675,41,34,1073,5866,524,98,89,291,1784,0.304125468803273,0.00472622478386167,0.829268292682927,NA,NA,NA
"658","cortland, new york",2,"3618388",18739,704,491,1552,10049,928,103,187,4746,2770,0.275649318340133,0.0375687069747585,0.697443181818182,NA,NA,NA
"659","corvallis, new york",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","corvallis, oregon",7,"4115800",58028,770,705,9487,31810,5469,921,2917,15940,18794,0.590820496699151,0.0132694561246295,0.915584415584416,NA,NA,NA
"661","coshocton, ohio",1,"3918868",11063,221,207,836,7804,360,13,34,443,1243,0.159277293695541,0.0199764982373678,0.936651583710407,NA,NA,NA
"662","costa mesa, california",4,"0616532",113159,2065,2011,21931,79848,7308,2103,867,7763,32209,0.403378919947901,0.0182486589665868,0.973849878934625,NA,NA,NA
"663","cottage grove, minnesota",1,"2713456",36602,1814,1764,5845,23533,2248,302,139,1387,8534,0.362639697446139,0.0495601333260478,0.972436604189636,NA,NA,NA
"664","cottage grove, oregon",1,"4115950",10182,127,126,905,7059,279,36,63,313,1283,0.181753789488596,0.0124729915537223,0.992125984251969,2,NA,NA
"665","cottonwood heights, utah",6,"4916270",34036,114,114,7646,23980,3382,939,618,1666,12585,0.524812343619683,0.00334939475849101,1,1,NA,NA
"666","coudersport, pennsylvania",1,"4216448",2766,31,25,235,1967,82,21,13,44,351,0.178444331469242,0.0112075198843095,0.806451612903226,NA,NA,NA
"667","council bluffs, iowa",1,"1916860",62355,1545,1156,5270,41866,2091,421,116,3167,7898,0.188649500788229,0.0247774837623286,0.748220064724919,1,NA,1
"668","coventry, connecticut",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","covington, georgia",3,"1320064",13967,6550,6203,928,8483,367,162,93,536,1550,0.182718377932335,0.468962554592969,0.947022900763359,1,1,1
"670","covington, kentucky",1,"2117848",40548,4689,4612,4705,28440,1872,382,183,1059,7142,0.25112517580872,0.115640722107132,0.983578588185114,NA,NA,NA
"671","covington, louisiana",1,"2218125",10372,1956,1437,1971,7259,660,169,128,204,2928,0.403361344537815,0.188584650983417,0.734662576687117,1,NA,1
"672","covington, tennessee",1,"4717680",8857,4308,4158,480,5718,282,38,20,329,820,0.143406785589367,0.486394941853901,0.965181058495822,NA,NA,NA
"673","covington, virginia",1,"5119728",5598,732,699,413,3984,159,49,0,182,621,0.155873493975904,0.130760986066452,0.954918032786885,NA,NA,NA
"674","covington, washington",1,"5315290",20825,932,932,3168,14461,715,131,87,1234,4101,0.28359034644907,0.0447539015606242,1,NA,NA,NA
"675","coxsackie, new york",1,"3618718",2687,3,3,226,2017,109,16,12,71,363,0.179970252850768,0.00111648678823967,1,NA,NA,NA
"676","craig, colorado",1,"0817760",8928,95,83,744,6348,270,54,105,188,1173,0.184782608695652,0.0106406810035842,0.873684210526316,NA,NA,NA
"677","cranberry, pennsylvania",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","cranford, new jersey",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","crawford, georgia",1,"1320288",947,414,406,28,657,26,0,10,36,64,0.0974124809741248,0.437170010559662,0.980676328502415,NA,NA,NA
"680","crawfordsville, indiana",2,"1815742",16090,241,202,1341,10655,372,116,141,882,1970,0.184889723134679,0.0149782473586078,0.838174273858921,1,NA,NA
"681","crawfordville, florida",2,"1215300",5164,869,836,597,3444,156,0,25,225,778,0.225900116144019,0.168280402788536,0.962025316455696,NA,NA,NA
"682","creede, colorado",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","crescent, california",1,"0617022",6676,516,68,312,5200,136,15,8,230,471,0.0905769230769231,0.0772917914919113,0.131782945736434,NA,NA,NA
"684","cresco, iowa",1,"1917220",3768,25,19,294,2590,125,9,18,74,446,0.172200772200772,0.0066348195329087,0.76,NA,NA,NA
"685","crested butte, colorado",3,"0818310",1339,0,0,417,998,188,24,4,37,633,0.634268537074148,0,NA,1,NA,1
"686","creve coeur, missouri",2,"2917272",18538,1597,1519,4292,13902,2777,1625,758,869,9452,0.679902172349302,0.0861473729636422,0.951158422041328,NA,NA,NA
"687","crofton, maryland",1,"2420875",29136,4996,4883,6370,19493,3617,781,691,1454,11459,0.58785204945365,0.171471718835805,0.97738190552442,NA,NA,NA
"688","cromwell, connecticut",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","crossett, arkansas",1,"0516240",4972,1777,1766,301,3284,80,2,1,32,384,0.116930572472594,0.357401448109413,0.993809791783905,NA,NA,NA
"690","croton-on-hudson, new york",1,"3619213",8155,341,337,1525,5399,1190,334,199,290,3248,0.601592887571773,0.041814837522992,0.988269794721408,NA,NA,NA
"691","crowley, louisiana",1,"2218650",12796,4455,4254,775,8266,317,31,74,477,1197,0.144810065327849,0.348155673648015,0.954882154882155,1,1,1
"692","crown point, indiana",3,"1816138",29850,1737,1180,4466,21326,2092,425,164,1351,7147,0.335130826221514,0.0581909547738693,0.679332181922855,NA,NA,NA
"693","crystal lake, illinois",4,"1717887",39974,620,588,7390,27208,2968,402,336,1781,11096,0.407821229050279,0.0155100815530095,0.948387096774194,NA,NA,NA
"694","cuba, new york",1,"3619356",1416,4,4,102,984,95,7,4,15,208,0.211382113821138,0.00282485875706215,1,NA,NA,NA
"695","cuero, texas",1,"4818092",8297,1441,1173,359,6070,75,36,7,143,477,0.0785831960461285,0.173677232734723,0.814018043025677,NA,NA,NA
"696","cullman, alabama",1,"0118976",15729,178,97,1696,10437,626,183,81,670,2586,0.24777234837597,0.0113166762031916,0.544943820224719,NA,NA,NA
"697","culpeper, virginia",1,"5120752",18342,3889,3762,1728,11392,1023,113,115,474,2979,0.261499297752809,0.212027041762076,0.967343790177424,NA,NA,NA
"698","culver, california",2,"0617568",39169,3429,3360,9207,29488,5197,1585,1232,1525,17221,0.584000271296799,0.0875437207996119,0.979877515310586,NA,NA,NA
"699","cumberland, maryland",2,"2421325",19650,1144,774,1528,13126,711,221,85,1367,2545,0.193889989334146,0.0582188295165394,0.676573426573427,NA,NA,NA
"700","cumming, georgia",2,"1320932",6309,348,180,833,4472,292,82,23,240,1230,0.275044722719141,0.0551592962434617,0.517241379310345,4,NA,3
"701","cupertino, california",1,"0617610",60257,548,534,14086,40969,13499,1634,3051,2699,32270,0.787668725133638,0.00909437907628989,0.974452554744526,NA,NA,NA
"702","cypress, california",1,"0617750",48893,1902,1902,9490,33681,3811,566,511,3483,14378,0.426887562720822,0.0389012742110323,1,NA,NA,NA
"703","dacula, georgia",1,"1321184",5919,1670,1583,630,3860,172,73,93,238,968,0.250777202072539,0.282142253759081,0.947904191616766,NA,NA,NA
"704","dadeville, alabama",1,"0119336",3098,1560,1470,70,2028,39,7,0,34,116,0.0571992110453649,0.503550677856682,0.942307692307692,NA,NA,NA
"705","dallas, oregon",2,"4117700",16168,36,31,1898,11086,559,120,85,874,2662,0.240122677250586,0.00222662048490846,0.861111111111111,NA,NA,NA
"706","dallas, texas",37,"4819000",1330612,323051,318008,182012,866043,72313,25030,9667,54323,289022,0.33372707821667,0.242783771677995,0.984389461725858,18,8,10
"707","dallastown, pennsylvania",1,"4218072",3852,167,167,266,2762,156,1,0,132,423,0.153149891383056,0.0433541017653167,1,NA,NA,NA
"708","dalles, oregon",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","dalton, georgia",4,"1321380",33571,2240,2028,2799,20768,952,312,116,1895,4179,0.201223035439137,0.0667242560543326,0.905357142857143,1,NA,NA
"710","daly, california",2,"0617918",106677,3677,3617,23667,79456,4437,1173,693,9080,29970,0.377189891260572,0.0344685358605885,0.983682349741637,NA,NA,NA
"711","damascus, maryland",1,"2421475",15250,1600,1596,2736,10249,1527,177,276,1028,4716,0.460142452922236,0.104918032786885,0.9975,NA,NA,NA
"712","dana point, california",2,"0617946",33769,472,472,8496,26988,3618,980,663,1321,13757,0.5097450718838,0.0139773164736889,1,NA,NA,NA
"713","danbury, connecticut",7,"0918430",84619,8784,7929,11014,58259,5668,1222,592,5554,18496,0.317478844470382,0.103806473723395,0.90266393442623,1,NA,NA
"714","dania beach, florida",1,"1216335",32008,5976,5893,4373,23532,1579,473,238,1314,6663,0.283146353901071,0.186703324168958,0.986111111111111,NA,NA,NA
"715","dansville, new york",1,"3619664",4586,122,119,276,3013,209,21,21,49,527,0.174908728841686,0.0266027038813781,0.975409836065574,NA,NA,NA
